hos_event_id,hos_home,hos_home_id,hos_home_cid,hos_away,hos_away_id,hos_away_cid
89fff10f-7894-4216-9230-1573678dce09,Florida International Panthers,f8ac4de8-a524-4337-9407-082fadca119f,f8ac4de8-a524-4337-9407-082fadca119f,Middle Tennessee State Blue Raiders,164b84fa-66f1-4fbf-9c5d-12f49531b03c,164b84fa-66f1-4fbf-9c5d-12f49531b03c
bf8af5ac-f4c9-4bf1-8542-af947827dd2c,Temple Owls,d85035c0-bfbb-4c9f-bfa3-38f6ee2a4ac6,d85035c0-bfbb-4c9f-bfa3-38f6ee2a4ac6,Tulane Green Wave,e1c96eeb-7584-4f75-94dc-9014089c59e3,e1c96eeb-7584-4f75-94dc-9014089c59e3
f2cb3de6-709c-4570-929c-0ab917a41bab,Maryland Eastern Shore Hawks,4e6d3a4b-2c04-4bbe-859b-f7d3be59edcd,4e6d3a4b-2c04-4bbe-859b-f7d3be59edcd,Delaware State Hornets,2a29d75f-8760-4132-864b-758236b273c5,2a29d75f-8760-4132-864b-758236b273c5
1608f266-17d6-4ef9-b54b-ef34b1935bc4,Florida A&M Rattlers,fc61843f-5457-4653-8226-486f88efdee5,fc61843f-5457-4653-8226-486f88efdee5,Bethune Cookman Wildcats,7db19dd3-602c-4eb1-8b54-0f33c9570c49,7db19dd3-602c-4eb1-8b54-0f33c9570c49
24c4334e-5fdd-468c-8954-17fd1e3f70cd,Morgan State Bears,6b7933d4-84a3-49ee-a7de-bb245ca96cab,6b7933d4-84a3-49ee-a7de-bb245ca96cab,Coppin State Eagles,e2fc2093-5c97-426b-8243-d46e476855a2,e2fc2093-5c97-426b-8243-d46e476855a2
34a51093-5077-4a95-ad28-99ba0921e91f,Jackson State Tigers,6064245b-642b-4e30-a14c-d8ba5d19fcef,6064245b-642b-4e30-a14c-d8ba5d19fcef,Mississippi Valley State Delta Devils,eecd035e-09c0-42a9-a061-710d1a151a8c,eecd035e-09c0-42a9-a061-710d1a151a8c
4b2fde19-e773-4ea3-bbc1-c56e3fba19d7,Iowa Hawkeyes,ffd88ead-d4fa-44b7-ad99-f73ca2e9121f,ffd88ead-d4fa-44b7-ad99-f73ca2e9121f,Michigan Wolverines,af7387d1-3ce5-4221-9797-8c3ee304d9d6,af7387d1-3ce5-4221-9797-8c3ee304d9d6
78d85d63-1fb2-4a51-96d5-14fc29a651a3,Missouri State Bears,d4f081c3-dde9-4513-8890-bcd60498c278,d4f081c3-dde9-4513-8890-bcd60498c278,Western Kentucky Hilltoppers,84eee29e-ea45-40cc-a67d-cc7b25c32de2,84eee29e-ea45-40cc-a67d-cc7b25c32de2
9460d52a-2e25-47d0-8b31-5c374d7464bf,Michigan State Spartans,575f4d2f-6e7a-4fac-9dc6-7143738b4403,575f4d2f-6e7a-4fac-9dc6-7143738b4403,Rutgers Scarlet Knights,bb97ac4f-3d7e-441a-9a2b-e733ebe306eb,bb97ac4f-3d7e-441a-9a2b-e733ebe306eb
b97ab836-e01f-40e2-9462-a49ce9e887ba,Texas Southern Tigers,dedab3a6-f267-443b-a695-e1824a836ac9,dedab3a6-f267-443b-a695-e1824a836ac9,Prairie View A&M Panthers,16e8c885-d800-4790-a705-3cd7abfb829d,16e8c885-d800-4790-a705-3cd7abfb829d
c1f72d55-7689-48f1-8e10-c9b30bd2bb42,Alabama State Hornets,35d7f0bd-2206-4458-8a53-2d97cdfcba34,35d7f0bd-2206-4458-8a53-2d97cdfcba34,Grambling State Tigers,49a67767-418b-4729-9ad6-0a47fa0ba9d4,49a67767-418b-4729-9ad6-0a47fa0ba9d4
eb488e0c-7534-4a62-9ae5-20ee2f2327a1,Tarleton State Texans,a025ab24-6781-4f37-8bb3-4d2b24d331dd,a025ab24-6781-4f37-8bb3-4d2b24d331dd,Texas Arlington Mavericks,7f6a4152-a786-4a6e-84d3-369423f82f1b,7f6a4152-a786-4a6e-84d3-369423f82f1b
